id,Data Quality,Usage
1466,Fair,Public
1467,Fair,Private
1468,Fair,Public
1469,Fair,Public
1470,Fair,Private
1471,Unknown,Public
1472,Fair,Public
1473,Fair,Private
1474,Unknown,Private
1475,Unknown,Private
1476,Fair,Public
1477,Fair,Public
1478,Unknown,Public
1479,Fair,Private
1480,Fair,Public
1481,Fair,Private
1482,Fair,Private
1483,Fair,Private
1484,Fair,Private
1485,Fair,Private
1486,Fair,Private
1487,Unknown,Private
1488,Fair,Private
1489,Fair,Private
1490,Fair,Private
1491,Fair,Private
1492,Fair,Private
1493,Unknown,Private
1494,Fair,Private
1495,Unknown,Private
1496,Unknown,Private
1497,Fair,Private
1498,Fair,Private
1499,Unknown,Public
1500,Fair,Private
1501,Fair,Private
1502,Fair,Private
1503,Unknown,Private
1504,Fair,Private
1505,Fair,Private
1506,Fair,Private
1507,Fair,Private
1508,Unknown,Private
1509,Unknown,Public
1510,Fair,Public
1511,Fair,Public
1512,Fair,Public
1513,Unknown,Private
1514,Unknown,Private
1515,Fair,Private
1516,Fair,Private
1517,Unknown,Public
1518,Fair,Private
1519,Fair,Public
1520,Fair,Private
1521,Fair,Public
1522,Fair,Private
1523,Fair,Private
1524,Fair,Private
1525,Fair,Private
1526,Fair,Private
1527,Fair,Private
1528,Fair,Public
1529,Unknown,Private
1530,Fair,Private
1531,Fair,Private
1532,Fair,Public
1533,Unknown,Private
1534,Fair,Private
1535,Fair,Private
1536,Fair,Private
1537,Fair,Private
1538,Fair,Private
1539,Fair,Private
1540,Unknown,Public
1541,Fair,Private
1542,Fair,Private
1543,Fair,Private
1544,Fair,Public
1545,Fair,Private
1546,Fair,Public
1547,Fair,Private
1548,Fair,Private
1549,Unknown,Private
1550,Fair,Public
1551,Fair,Private
1552,Unknown,Public
1553,Fair,Public
1554,Fair,Private
1555,Fair,Private
1556,Fair,Private
1557,Fair,Private
1558,Unknown,Public
1559,Fair,Public
1560,Unknown,Private
1561,Fair,Private
1562,Unknown,Public
1563,Fair,Private
1564,Fair,Public
1565,Fair,Private
1566,Unknown,Private
1567,Fair,Private
1568,Fair,Private
1569,Unknown,Private
1570,Unknown,Private
1571,Unknown,Private
1572,Fair,Public
1573,Fair,Public
1574,Fair,Private
1575,Fair,Private
1576,Fair,Private
1577,Fair,Private
1578,Fair,Private
1579,Fair,Private
1580,Fair,Private
1581,Fair,Private
1582,Fair,Private
1583,Fair,Private
1584,Unknown,Public
1585,Fair,Private
1586,Unknown,Private
1587,Fair,Private
1588,Fair,Private
1589,Fair,Public
1590,Fair,Private
1591,Unknown,Public
1592,Fair,Private
1593,Fair,Private
1594,Unknown,Public
1595,Unknown,Private
1596,Fair,Private
1597,Fair,Private
1598,Unknown,Private
1599,Fair,Public
1600,Fair,Private
1601,Fair,Private
1602,Unknown,Private
1603,Fair,Private
1604,Fair,Private
1605,Fair,Private
1606,Fair,Private
1607,Fair,Public
1608,Fair,Private
1609,Fair,Private
1610,Fair,Public
1611,Fair,Private
1612,Unknown,Private
1613,Unknown,Private
1614,Fair,Private
1615,Unknown,Private
1616,Fair,Public
1617,Fair,Private
1618,Fair,Private
1619,Unknown,Public
1620,Fair,Private
1621,Fair,Private
1622,Fair,Private
1623,Unknown,Public
1624,Fair,Private
1625,Fair,Private
1626,Fair,Private
1627,Fair,Private
1628,Fair,Private
1629,Fair,Private
1630,Fair,Public
1631,Fair,Private
1632,Unknown,Private
1633,Fair,Public
1634,Fair,Public
1635,Fair,Private
1636,Fair,Private
1637,Fair,Private
1638,Unknown,Public
1639,Fair,Public
1640,Fair,Private
1641,Unknown,Public
1642,Fair,Private
1643,Fair,Private
1644,Fair,Private
1645,Unknown,Public
1646,Fair,Private
1647,Fair,Public
1648,Fair,Public
1649,Fair,Public
1650,Fair,Private
1651,Fair,Private
1652,Fair,Private
1653,Fair,Private
1654,Fair,Private
1655,Fair,Public
1656,Fair,Private
1657,Fair,Private
1658,Fair,Private
1659,Fair,Private
1660,Unknown,Private
1661,Fair,Private
1662,Fair,Public
1663,Fair,Private
1664,Unknown,Public
1665,Fair,Public
1666,Good,Private
1667,Unknown,Public
1668,Fair,Private
1669,Fair,Public
1670,Fair,Private
1671,Fair,Public
1672,Unknown,Public
1673,Fair,Public
1674,Fair,Public
1675,Fair,Private
1676,Unknown,Private
1677,Unknown,Private
1678,Fair,Private
1679,Unknown,Private
1680,Fair,Private
1681,Fair,Public
1682,Fair,Private
1683,Fair,Public
1684,Good,Private
1685,Fair,Public
1686,Unknown,Public
1687,Unknown,Private
1688,Fair,Private
1689,Fair,Public
1690,Fair,Private
1691,Fair,Private
1692,Fair,Private
1693,Fair,Private
1694,Unknown,Private
1695,Fair,Private
1696,Fair,Private
1697,Fair,Private
1698,Fair,Public
1699,Fair,Private
1700,Fair,Public
1701,Fair,Private
1702,Fair,Private
1703,Unknown,Private
1704,Fair,Private
1705,Fair,Private
1706,Fair,Private
1707,Fair,Private
1708,Unknown,Private
1709,Fair,Private
1710,Fair,Private
1711,Fair,Private
1712,Fair,Public
1713,Unknown,Private
1714,Unknown,Private
1715,Fair,Public
1716,Unknown,Private
1717,Fair,Private
1718,Fair,Public
1719,Fair,Private
1720,Good,Private
1721,Fair,Private
1722,Unknown,Private
1723,Fair,Private
1724,Unknown,Private
1725,Fair,Private
1726,Fair,Private
1727,Fair,Public
1728,Fair,Public
1729,Fair,Private
1730,Unknown,Private
1731,Fair,Private
1732,Unknown,Private
1733,Unknown,Private
1734,Fair,Private
1735,Fair,Public
1736,Unknown,Private
1737,Fair,Private
1738,Fair,Private
1739,Fair,Private
1740,Fair,Public
1741,Unknown,Public
1742,Unknown,Public
1743,Unknown,Private
1744,Unknown,Private
1745,Fair,Private
1746,Good,Private
1747,Fair,Private
1748,Fair,Public
1749,Fair,Private
1750,Fair,Private
1751,Unknown,Private
1752,Good,Private
1753,Unknown,Private
1754,Fair,Public
1755,Fair,Public
1756,Fair,Public
1757,Fair,Private
1758,Fair,Private
1759,Fair,Private
1760,Fair,Private
1761,Unknown,Public
1762,Fair,Private
1763,Fair,Private
1764,Fair,Private
1765,Unknown,Private
1766,Fair,Public
1767,Fair,Private
1768,Fair,Private
1769,Fair,Private
1770,Unknown,Private
1771,Good,Public
1772,Fair,Public
1773,Fair,Public
1774,Fair,Public
1775,Fair,Private
1776,Unknown,Private
1777,Fair,Private
1778,Unknown,Private
1779,Fair,Public
1780,Unknown,Private
1781,Fair,Public
1782,Unknown,Private
1783,Unknown,Private
1784,Fair,Private
1785,Unknown,Public
1786,Fair,Private
1787,Fair,Private
1788,Fair,Private
1789,Fair,Private
1790,Unknown,Private
1791,Fair,Public
1792,Fair,Private
1793,Fair,Private
1794,Fair,Private
1795,Fair,Private
1796,Unknown,Public
1797,Fair,Private
1798,Fair,Private
1799,Fair,Private
1800,Fair,Public
1801,Fair,Public
1802,Fair,Private
1803,Fair,Private
1804,Unknown,Private
1805,Fair,Public
1806,Fair,Private
1807,Unknown,Private
1808,Fair,Private
1809,Fair,Private
1810,Fair,Private
1811,Fair,Public
1812,Fair,Private
1813,Fair,Private
1814,Fair,Private
1815,Fair,Public
1816,Fair,Private
1817,Fair,Public
1818,Unknown,Private
1819,Fair,Private
1820,Fair,Private
1821,Fair,Private
1822,Fair,Private
1823,Unknown,Public
1824,Fair,Private
1825,Fair,Private
1826,Fair,Private
1827,Unknown,Public
1828,Unknown,Public
1829,Fair,Private
1830,Fair,Public
1831,Unknown,Private
1832,Fair,Private
1833,Fair,Public
1834,Unknown,Public
1835,Good,Private
1836,Fair,Private
1837,Fair,Private
1838,Fair,Public
1839,Fair,Private
1840,Fair,Private
1841,Unknown,Private
1842,Fair,Private
1843,Fair,Private
1844,Fair,Public
1845,Fair,Private
1846,Fair,Private
1847,Fair,Private
1848,Fair,Public
1849,Fair,Private
1850,Fair,Private
1851,Unknown,Public
1852,Unknown,Public
1853,Fair,Public
1854,Fair,Public
1855,Fair,Private
1856,Fair,Public
1857,Fair,Private
1858,Unknown,Public
1859,Fair,Public
1860,Fair,Public
1861,Fair,Private
1862,Fair,Private
1863,Fair,Private
1864,Fair,Public
1865,Fair,Public
1866,Unknown,Private
1867,Fair,Private
1868,Fair,Private
1869,Fair,Public
1870,Fair,Public
1871,Fair,Private
1872,Fair,Private
1873,Fair,Public
1874,Fair,Public
1875,Fair,Private
1876,Fair,Private
1877,Unknown,Private
1878,Fair,Private
1879,Unknown,Private
1880,Fair,Private
1881,Unknown,Public
1882,Fair,Private
1883,Unknown,Public
1884,Fair,Private
1885,Fair,Private
1886,Unknown,Private
1887,Fair,Private
1888,Unknown,Public
1889,Unknown,Public
1890,Unknown,Private
1891,Fair,Private
1892,Unknown,Public
1893,Fair,Private
1894,Fair,Private
1895,Fair,Public
1896,Fair,Private
1897,Fair,Public
1898,Fair,Private
1899,Fair,Public
1900,Fair,Private
1901,Fair,Private
1902,Fair,Public
1903,Fair,Private
1904,Fair,Public
1905,Fair,Private
1906,Unknown,Public
1907,Fair,Private
1908,Fair,Public
1909,Unknown,Private
1910,Unknown,Private
1911,Fair,Public
1912,Unknown,Public
1913,Fair,Private
1914,Unknown,Private
1915,Fair,Public
1916,Fair,Public
1917,Fair,Private
1918,Fair,Public
1919,Fair,Private
1920,Fair,Private
1921,Unknown,Private
1922,Unknown,Private
1923,Fair,Private
1924,Unknown,Public
1925,Fair,Private
1926,Fair,Private
1927,Fair,Private
1928,Unknown,Private
1929,Fair,Private
1930,Fair,Private
1931,Fair,Private
1932,Fair,Private
1933,Fair,Private
1934,Fair,Private
1935,Fair,Public
1936,Fair,Private
1937,Fair,Public
1938,Fair,Private
1939,Fair,Private
1940,Fair,Private
1941,Fair,Private
1942,Unknown,Public
1943,Unknown,Public
1944,Fair,Public
1945,Fair,Private
1946,Fair,Private
1947,Fair,Private
1948,Fair,Private
1949,Unknown,Private
1950,Unknown,Private
1951,Fair,Private
1952,Fair,Private
1953,Fair,Public
1954,Fair,Public
1955,Fair,Public
1956,Fair,Private
1957,Fair,Private
1958,Fair,Private
1959,Fair,Public
1960,Fair,Private
1961,Fair,Private
1962,Fair,Public
1963,Fair,Private
1964,Fair,Private
1965,Fair,Private
1966,Fair,Private
1967,Unknown,Private
1968,Fair,Private
1969,Unknown,Private
1970,Fair,Private
1971,Fair,Public
1972,Fair,Private
1973,Fair,Private
1974,Unknown,Private
1975,Fair,Public
1976,Fair,Private
1977,Unknown,Private
1978,Fair,Public
1979,Fair,Public
1980,Fair,Private
1981,Unknown,Public
1982,Fair,Private
1983,Fair,Private
1984,Fair,Private
1985,Fair,Private
1986,Unknown,Public
1987,Fair,Private
1988,Fair,Private
1989,Fair,Public
1990,Fair,Public
1991,Fair,Private
1992,Fair,Private
1993,Unknown,Private
1994,Fair,Public
1995,Fair,Private
1996,Unknown,Public
1997,Fair,Private
1998,Good,Private
1999,Fair,Private
2000,Fair,Private
2001,Unknown,Private
2002,Fair,Public
2003,Fair,Private
2004,Fair,Private
2005,Fair,Public
2006,Fair,Private
2007,Unknown,Public
2008,Fair,Private
2009,Fair,Private
2010,Fair,Private
2011,Fair,Private
2012,Unknown,Public
2013,Fair,Private
2014,Unknown,Private
2015,Fair,Private
2016,Unknown,Private
2017,Fair,Public
2018,Fair,Private
2019,Fair,Private
2020,Fair,Public
2021,Fair,Private
2022,Fair,Public
2023,Fair,Private
2024,Fair,Private
2025,Fair,Private
2026,Fair,Public
2027,Unknown,Public
2028,Fair,Private
2029,Unknown,Private
2030,Fair,Private
2031,Fair,Private
2032,Fair,Private
2033,Fair,Public
2034,Fair,Private
2035,Fair,Private
2036,Fair,Private
2037,Unknown,Private
2038,Fair,Private
2039,Fair,Private
2040,Fair,Public
2041,Unknown,Private
2042,Unknown,Private
2043,Fair,Private
2044,Fair,Public
2045,Fair,Public
2046,Fair,Private
2047,Fair,Public
2048,Fair,Private
2049,Fair,Private
2050,Unknown,Private
2051,Fair,Private
2052,Fair,Private
2053,Unknown,Public
2054,Fair,Public
2055,Fair,Private
2056,Unknown,Private
2057,Fair,Private
2058,Fair,Private
2059,Fair,Private
2060,Fair,Private
2061,Fair,Private
2062,Unknown,Public
2063,Fair,Private
2064,Fair,Private
2065,Fair,Public
2066,Fair,Private
2067,Fair,Private
2068,Unknown,Private
2069,Fair,Private
2070,Fair,Public
2071,Fair,Private
2072,Fair,Private
2073,Fair,Public
2074,Fair,Public
2075,Fair,Public
2076,Fair,Private
2077,Fair,Private
2078,Unknown,Public
2079,Fair,Public
2080,Unknown,Private
2081,Fair,Private
2082,Good,Private
2083,Fair,Public
2084,Fair,Private
2085,Fair,Private
2086,Unknown,Private
2087,Fair,Private
2088,Fair,Public
2089,Unknown,Private
2090,Good,Public
2091,Unknown,Public
2092,Fair,Private
2093,Fair,Private
2094,Fair,Private
2095,Fair,Public
2096,Fair,Private
2097,Fair,Private
2098,Fair,Public
2099,Unknown,Private
2100,Fair,Public
2101,Fair,Private
2102,Fair,Private
2103,Unknown,Private
2104,Fair,Public
2105,Fair,Private
2106,Fair,Public
2107,Unknown,Public
2108,Fair,Private
2109,Fair,Public
2110,Unknown,Private
2111,Fair,Private
2112,Fair,Private
2113,Fair,Public
2114,Fair,Private
2115,Fair,Private
2116,Fair,Private
2117,Fair,Private
2118,Fair,Private
2119,Fair,Public
2120,Fair,Public
2121,Fair,Private
2122,Fair,Public
2123,Fair,Private
2124,Fair,Public
2125,Unknown,Private
2126,Fair,Private
2127,Fair,Private
2128,Unknown,Public
2129,Fair,Private
2130,Fair,Private
2131,Unknown,Private
2132,Fair,Private
2133,Unknown,Private
2134,Fair,Public
2135,Fair,Public
2136,Fair,Private
2137,Fair,Public
2138,Fair,Private
2139,Fair,Public
2140,Fair,Public
2141,Fair,Private
2142,Fair,Public
2143,Fair,Private
2144,Fair,Private
2145,Unknown,Public
2146,Fair,Private
2147,Fair,Private
2148,Fair,Private
2149,Fair,Public
2150,Fair,Private
2151,Fair,Private
2152,Fair,Public
2153,Unknown,Public
2154,Fair,Private
2155,Fair,Private
2156,Fair,Private
2157,Fair,Private
2158,Unknown,Private
2159,Fair,Public
2160,Fair,Private
2161,Unknown,Private
2162,Unknown,Private
2163,Unknown,Public
2164,Fair,Private
2165,Fair,Public
2166,Fair,Private
2167,Unknown,Private
2168,Fair,Private
2169,Fair,Private
2170,Fair,Private
2171,Fair,Private
2172,Fair,Private
2173,Unknown,Public
2174,Fair,Private
2175,Unknown,Public
2176,Fair,Private
2177,Fair,Private
2178,Unknown,Private
2179,Fair,Private
2180,Fair,Private
2181,Unknown,Private
2182,Unknown,Private
2183,Fair,Private
2184,Fair,Private
2185,Fair,Public
2186,Fair,Public
2187,Fair,Public
2188,Unknown,Public
2189,Fair,Private
2190,Fair,Private
2191,Fair,Public
2192,Unknown,Private
2193,Fair,Private
2194,Fair,Private
2195,Fair,Private
2196,Fair,Private
2197,Unknown,Public
2198,Fair,Private
2199,Fair,Private
2200,Fair,Public
2201,Fair,Private
2202,Unknown,Private
2203,Fair,Private
2204,Fair,Public
2205,Fair,Public
2206,Fair,Private
2207,Fair,Public
2208,Fair,Private
2209,Fair,Public
2210,Fair,Public
2211,Fair,Public
2212,Fair,Private
2213,Unknown,Public
2214,Fair,Public
2215,Fair,Private
2216,Fair,Public
2217,Fair,Private
2218,Fair,Public
2219,Fair,Private
2220,Unknown,Public
2221,Fair,Private
2222,Fair,Private
2223,Fair,Private
2224,Fair,Private
2225,Fair,Private
2226,Fair,Private
2227,Unknown,Private
2228,Unknown,Private
2229,Fair,Private
2230,Unknown,Public
2231,Fair,Private
2232,Unknown,Public
2233,Unknown,Public
2234,Fair,Private
2235,Fair,Private
2236,Fair,Public
2237,Fair,Private
2238,Fair,Private
2239,Fair,Private
2240,Fair,Public
2241,Unknown,Private
2242,Fair,Private
2243,Unknown,Public
2244,Fair,Public
2245,Fair,Private
2246,Unknown,Private
2247,Unknown,Public
2248,Unknown,Private
2249,Fair,Private
2250,Fair,Private
2251,Fair,Public
2252,Unknown,Private
2253,Fair,Public
2254,Fair,Public
2255,Fair,Private
2256,Fair,Private
2257,Fair,Private
2258,Fair,Private
2259,Unknown,Private
2260,Fair,Public
2261,Fair,Private
2262,Fair,Public
2263,Fair,Private
2264,Unknown,Private
2265,Fair,Private
2266,Fair,Private
2267,Unknown,Public
2268,Fair,Private
2269,Unknown,Private
2270,Fair,Private
2271,Fair,Private
2272,Fair,Private
2273,Fair,Private
2274,Unknown,Public
2275,Fair,Private
2276,Fair,Public
2277,Fair,Private
2278,Unknown,Private
2279,Fair,Private
2280,Fair,Private
2281,Fair,Private
2282,Unknown,Private
2283,Fair,Private
2284,Unknown,Private
2285,Fair,Private
2286,Fair,Public
2287,Unknown,Private
2288,Fair,Private
2289,Fair,Private
2290,Unknown,Private
2291,Fair,Private
2292,Fair,Private
2293,Fair,Private
2294,Fair,Private
2295,Unknown,Private
2296,Unknown,Private
2297,Fair,Private
2298,Fair,Private
2299,Fair,Private
2300,Fair,Public
2301,Fair,Private
2302,Unknown,Private
2303,Fair,Private
2304,Fair,Public
2305,Fair,Private
2306,Fair,Private
2307,Unknown,Private
2308,Fair,Private
2309,Fair,Private
2310,Unknown,Private
2311,Unknown,Public
2312,Fair,Private
2313,Fair,Public
2314,Fair,Public
2315,Fair,Private
2316,Unknown,Private
2317,Fair,Private
2318,Unknown,Private
2319,Unknown,Private
2320,Unknown,Public
2321,Fair,Public
2322,Fair,Private
2323,Fair,Private
2324,Pending review,Public
2325,Fair,Public
2326,Fair,Public
2327,Fair,Private
2328,Fair,Private
2329,Fair,Private
2330,Fair,Private
2331,Fair,Private
2332,Fair,Private
2333,Fair,Private
2334,Fair,Private
2335,Fair,Private
2336,Fair,Private
2337,Fair,Private
2338,Fair,Private
2339,Unknown,Private
2340,Unknown,Public
2341,Fair,Private
2342,Fair,Private
2343,Fair,Private
2344,Fair,Public
2345,Fair,Private
2346,Fair,Private
2347,Fair,Private
2348,Unknown,Private
2349,Fair,Private
2350,Fair,Private
2351,Unknown,Public
2352,Fair,Private
2353,Fair,Public
2354,Fair,Public
2355,Fair,Private
2356,Fair,Public
2357,Unknown,Private
2358,Unknown,Private
2359,Fair,Private
2360,Fair,Private
2361,Unknown,Private
2362,Fair,Private
2363,Fair,Private
2364,Fair,Private
2365,Fair,Private
2366,Fair,Private
2367,Fair,Private
2368,Fair,Private
2369,Fair,Public
2370,Fair,Private
2371,Good,Public
2372,Fair,Private
2373,Fair,Private
2374,Fair,Private
2375,Unknown,Private
2376,Fair,Private
2377,Fair,Public
2378,Fair,Private
2379,Unknown,Public
2380,Fair,Public
2381,Fair,Public
2382,Fair,Public
2383,Fair,Private
2384,Unknown,Private
2385,Good,Private
2386,Fair,Private
2387,Unknown,Private
2388,Fair,Public
2389,Fair,Private
2390,Unknown,Private
2391,Fair,Private
2392,Fair,Private
2393,Unknown,Private
2394,Fair,Public
2395,Fair,Private
2396,Fair,Private
2397,Fair,Private
2398,Unknown,Private
2399,Fair,Private
2400,Unknown,Private
2401,Unknown,Private
2402,Fair,Private
2403,Fair,Private
2404,Unknown,Private
2405,Unknown,Private
2406,Fair,Private
2407,Fair,Private
2408,Fair,Public
2409,Fair,Private
2410,Unknown,Private
2411,Unknown,Private
2412,Unknown,Private
2413,Fair,Private
2414,Fair,Private
2415,Unknown,Public
2416,Unknown,Private
2417,Fair,Private
2418,Fair,Private
2419,Fair,Private
2420,Fair,Private
2421,Unknown,Private
2422,Unknown,Public
2423,Fair,Private
2424,Fair,Private
2425,Fair,Public
2426,Fair,Private
2427,Fair,Public
2428,Fair,Private
2429,Fair,Public
2430,Fair,Private
2431,Fair,Public
2432,Unknown,Public
2433,Fair,Private
2434,Fair,Public
2435,Fair,Private
2436,Unknown,Private
2437,Fair,Private
2438,Fair,Private
2439,Fair,Private
2440,Fair,Private
2441,Fair,Private
2442,Fair,Public
2443,Fair,Public
2444,Unknown,Private
2445,Fair,Private
2446,Unknown,Private
2447,Fair,Private
2448,Fair,Private
2449,Fair,Private
2450,Fair,Private
2451,Fair,Public
2452,Fair,Private
2453,Fair,Private
2454,Fair,Private
2455,Fair,Private
2456,Unknown,Private
2457,Fair,Private
2458,Fair,Private
2459,Unknown,Private
2460,Fair,Public
2461,Unknown,Public
2462,Unknown,Private
2463,Fair,Private
2464,Fair,Private
2465,Unknown,Private
2466,Fair,Private
2467,Unknown,Private
2468,Fair,Private
2469,Unknown,Private
2470,Fair,Private
2471,Unknown,Public
2472,Fair,Public
2473,Fair,Public
2474,Fair,Private
2475,Unknown,Public
2476,Fair,Private
2477,Fair,Public
2478,Fair,Private
2479,Unknown,Public
2480,Unknown,Private
2481,Unknown,Public
2482,Fair,Public
2483,Fair,Private
2484,Fair,Private
2485,Fair,Public
2486,Unknown,Private
2487,Fair,Public
2488,Fair,Private
2489,Unknown,Private
2490,Fair,Private
2491,Fair,Private
2492,Fair,Public
2493,Fair,Private
2494,Good,Private
2495,Fair,Private
2496,Fair,Private
2497,Fair,Public
2498,Unknown,Public
2499,Fair,Private
2500,Fair,Public
2501,Fair,Public
2502,Fair,Private
2503,Unknown,Public
2504,Unknown,Private
2505,Fair,Private
2506,Unknown,Public
2507,Fair,Private
2508,Fair,Public
2509,Fair,Public
2510,Fair,Private
2511,Fair,Public
2512,Fair,Private
2513,Fair,Private
2514,Fair,Private
2515,Fair,Public
2516,Unknown,Private
2517,Fair,Private
2518,Fair,Private
2519,Fair,Public
2520,Fair,Private
2521,Fair,Private
2522,Unknown,Private
2523,Unknown,Private
2524,Fair,Public
2525,Unknown,Private
2526,Fair,Private
2527,Fair,Public
2528,Fair,Private
2529,Unknown,Public
2530,Unknown,Private
2531,Fair,Public
2532,Fair,Private
2533,Unknown,Private
2534,Fair,Public
2535,Good,Public
2536,Unknown,Public
2537,Fair,Private
2538,Fair,Public
2539,Unknown,Public
2540,Fair,Private
2541,Fair,Public
2542,Fair,Public
2543,Fair,Private
2544,Fair,Private
2545,Unknown,Private
2546,Fair,Private
2547,Fair,Private
2548,Unknown,Private
2549,Fair,Private
2550,Fair,Private
2551,Fair,Private
2552,Fair,Public
2553,Fair,Public
2554,Unknown,Private
2555,Unknown,Public
2556,Unknown,Private
2557,Fair,Private
2558,Unknown,Private
2559,Fair,Private
2560,Fair,Public
2561,Unknown,Public
2562,Fair,Private
2563,Unknown,Private
2564,Fair,Private
2565,Unknown,Private
2566,Fair,Private
2567,Unknown,Private
2568,Unknown,Public
2569,Fair,Public
2570,Fair,Private
2571,Fair,Public
2572,Fair,Private
2573,Unknown,Private
2574,Fair,Private
2575,Fair,Private
2576,Fair,Public
2577,Fair,Private
2578,Fair,Private
2579,Fair,Private
2580,Unknown,Private
2581,Unknown,Public
2582,Unknown,Private
2583,Unknown,Private
2584,Fair,Private
2585,Fair,Private
2586,Fair,Private
2587,Unknown,Private
2588,Fair,Private
2589,Unknown,Public
2590,Unknown,Public
2591,Fair,Public
2592,Fair,Private
2593,Fair,Private
2594,Fair,Private
2595,Fair,Public
2596,Unknown,Private
2597,Fair,Private
2598,Fair,Private
2599,Unknown,Private
2600,Fair,Private
2601,Fair,Private
2602,Fair,Public
2603,Fair,Private
2604,Fair,Private
2605,Fair,Private
2606,Unknown,Private
2607,Unknown,Private
2608,Fair,Public
2609,Unknown,Private
2610,Fair,Public
2611,Fair,Private
2612,Unknown,Private
2613,Fair,Public
2614,Good,Private
2615,Unknown,Private
2616,Fair,Private
2617,Unknown,Private
2618,Unknown,Public
2619,Unknown,Private
2620,Unknown,Public
2621,Unknown,Public
2622,Fair,Private
2623,Fair,Public
2624,Fair,Private
2625,Fair,Public
2626,Fair,Private
2627,Fair,Private
2628,Fair,Private
2629,Unknown,Private
2630,Fair,Private
2631,Fair,Public
2632,Unknown,Private
2633,Fair,Private
2634,Fair,Public
2635,Unknown,Private
2636,Fair,Public
2637,Fair,Public
2638,Unknown,Public
2639,Fair,Public
2640,Fair,Private
2641,Fair,Private
2642,Fair,Public
2643,Fair,Private
2644,Fair,Private
2645,Fair,Private
2646,Fair,Public
2647,Fair,Private
2648,Fair,Private
2649,Fair,Private
2650,Fair,Private
2651,Unknown,Private
2652,Fair,Private
2653,Fair,Private
2654,Fair,Public
2655,Good,Private
2656,Unknown,Public
2657,Fair,Public
2658,Fair,Private
2659,Unknown,Private
2660,Unknown,Private
2661,Fair,Public
2662,Unknown,Public
2663,Fair,Private
2664,Unknown,Private
2665,Fair,Private
2666,Fair,Private
2667,Unknown,Private
2668,Fair,Public
2669,Good,Private
2670,Fair,Private
2671,Fair,Private
2672,Fair,Public
2673,Fair,Private
2674,Fair,Public
2675,Fair,Private
2676,Fair,Public
2677,Good,Public
2678,Fair,Private
2679,Unknown,Private
2680,Good,Private
2681,Unknown,Public
2682,Fair,Private
2683,Fair,Private
2684,Fair,Private
2685,Fair,Private
2686,Fair,Private
2687,Fair,Private
2688,Unknown,Private
2689,Fair,Private
2690,Fair,Private
2691,Fair,Private
2692,Fair,Private
2693,Fair,Private
2694,Fair,Public
2695,Fair,Private
2696,Fair,Private
2697,Fair,Private
2698,Fair,Public
2699,Fair,Public
2700,Unknown,Private
2701,Unknown,Public
2702,Fair,Private
2703,Fair,Private
2704,Unknown,Public
2705,Unknown,Public
2706,Fair,Private
2707,Fair,Private
2708,Unknown,Private
2709,Fair,Private
2710,Unknown,Public
2711,Unknown,Private
2712,Fair,Private
2713,Fair,Private
2714,Fair,Private
2715,Fair,Private
2716,Unknown,Private
2717,Unknown,Public
2718,Fair,Public
2719,Fair,Private
2720,Fair,Public
2721,Fair,Public
2722,Fair,Public
2723,Fair,Private
2724,Unknown,Private
2725,Fair,Private
2726,Unknown,Private
2727,Fair,Private
2728,Fair,Private
2729,Fair,Private
2730,Fair,Public
2731,Fair,Private
2732,Unknown,Private
2733,Unknown,Public
2734,Unknown,Public
2735,Unknown,Public
2736,Unknown,Public
2737,Unknown,Private
2738,Unknown,Public
2739,Fair,Private
2740,Unknown,Private
2741,Good,Private
2742,Fair,Private
2743,Fair,Private
2744,Unknown,Private
2745,Fair,Public
2746,Fair,Private
2747,Fair,Private
2748,Unknown,Public
2749,Fair,Private
2750,Unknown,Private
2751,Unknown,Private
2752,Unknown,Private
2753,Fair,Private
2754,Unknown,Public
2755,Fair,Private
2756,Fair,Private
2757,Fair,Public
2758,Fair,Public
2759,Fair,Private
2760,Fair,Private
2761,Fair,Private
2762,Fair,Private
2763,Fair,Private
2764,Fair,Private
2765,Unknown,Public
2766,Unknown,Private
2767,Fair,Private
2768,Fair,Private
2769,Unknown,Private
2770,Fair,Private
2771,Unknown,Private
2772,Fair,Public
2773,Fair,Private
2774,Unknown,Private
2775,Unknown,Private
2776,Unknown,Private
2777,Unknown,Private
2778,Unknown,Private
2779,Unknown,Private
2780,Unknown,Private
2781,Fair,Public
2782,Fair,Public
2783,Fair,Public
2784,Fair,Public
2785,Fair,Private
2786,Unknown,Public
2787,Unknown,Private
2788,Unknown,Public
2789,Fair,Public
2790,Fair,Public
2791,Fair,Public
2792,Fair,Private
2793,Unknown,Private
2794,Fair,Private
2795,Unknown,Private
2796,Pending review,Private
2797,Fair,Private
2798,Fair,Public
2799,Fair,Private
2800,Unknown,Public
2801,Fair,Public
2802,Fair,Public
2803,Fair,Public
2804,Fair,Private
2805,Unknown,Public
2806,Unknown,Public
2807,Fair,Private
2808,Unknown,Private
2809,Fair,Public
2810,Fair,Private
2811,Fair,Private
2812,Fair,Private
2813,Fair,Private
2814,Fair,Private
2815,Fair,Public
2816,Fair,Private
2817,Fair,Private
2818,Fair,Private
2819,Fair,Private
2820,Fair,Public
2821,Unknown,Private
2822,Fair,Private
2823,Unknown,Private
2824,Unknown,Private
2825,Fair,Public
2826,Fair,Public
2827,Fair,Private
2828,Fair,Private
2829,Unknown,Private
2830,Fair,Private
