paper,referenced_paper,is_referenced
p2784,p1720,0
p1385,p0850,0
p0251,p3702,0
p0717,p2036,0
p3805,p2025,0
p0498,p3445,0
p4275,p2913,0
p0494,p1508,1
p0778,p3380,0
p0135,p2959,0
p1516,p4249,0
p2901,p3263,0
p2344,p3679,0
p2513,p4027,0
p2929,p3083,0
p1181,p3385,0
p1757,p0802,0
p1787,p4230,0
p3581,p1598,0
p1798,p0679,0
p0897,p1381,0
p3178,p1766,0
p3525,p1424,0
p1828,p4276,0
p1832,p1281,0
p1725,p3440,0
p3809,p4211,0
p0724,p0495,0
p1781,p4303,0
p0811,p1675,0
p0193,p0312,0
p1701,p3074,0
p0576,p1479,0
p4090,p2418,0
p0319,p3802,0
p1568,p1694,0
p1262,p3701,0
p2532,p1925,0
p0077,p0018,0
p3584,p2752,0
p4078,p4192,0
p0961,p1130,0
p2853,p2847,0
p2993,p1880,0
p0326,p2021,0
p0726,p1184,0
p0005,p4066,0
p3021,p3170,0
p0998,p1672,0
p3216,p3518,0
p3216,p1320,0
p2523,p1641,0
p4043,p2742,0
p3731,p4247,0
p4225,p0240,0
p2370,p2812,0
p0350,p0575,0
p2482,p0408,0
p4043,p0188,0
p3201,p2980,0
p2031,p4229,0
p1121,p1979,0
p0838,p4125,0
p3776,p2401,0
p1792,p1308,0
p2491,p1084,0
p0523,p3703,0
p3349,p0256,0
p2385,p2148,0
p1805,p3994,0
p1763,p2215,0
p0546,p3503,0
p2769,p1114,0
p1374,p3279,0
p3328,p3048,0
p1399,p1534,0
p1992,p0606,0
p3448,p0450,0
p3144,p1382,0
p3494,p1304,0
p0612,p2036,0
p2357,p1550,0
p0892,p3880,0
p0113,p2235,0
p2695,p0084,0
p4043,p2883,0
p1874,p2146,0
p2214,p0046,0
p1189,p2531,0
p2617,p4060,0
p2598,p3758,0
p3478,p0291,0
p2996,p2751,0
p4060,p0144,0
p3096,p1992,0
p0952,p1355,0
p3348,p1939,0
p4186,p1203,0
p0709,p4051,0
p0031,p3430,0
p3064,p3701,0
p4000,p0379,0
p1992,p2031,0
p3092,p1751,0
p2500,p1048,0
p3940,p2090,0
p0666,p1048,0
p2769,p1434,0
p0203,p2952,0
p0296,p0473,0
p0136,p2383,0
p0826,p0001,0
p2848,p0694,0
p2755,p0954,0
p1190,p1631,0
p3356,p0823,0
p3018,p1792,0
p1288,p2204,0
p4120,p2526,0
p2458,p2411,0
p1948,p4259,0
p1798,p4189,0
p0778,p4316,0
p4043,p0889,0
p0594,p0689,0
p0480,p3365,0
p2834,p0335,0
p3494,p1125,0
p3627,p0425,0
p1557,p1122,0
p0678,p3456,0
p0778,p1983,0
p0949,p2261,0
p2361,p0490,0
p3256,p1915,0
p4029,p3766,0
p1267,p0965,0
p0549,p2035,0
p0724,p3960,0
p4093,p3222,0
p2221,p0059,0
p4120,p2705,0
p3730,p4098,0
p2135,p3987,0
p0247,p0970,0
p3805,p2956,0
p4188,p4003,0
p1692,p1890,0
p2013,p1372,0
p2032,p3475,0
p2412,p4314,0
p2263,p1139,0
p2304,p4347,0
p3015,p3498,0
p3584,p3728,0
p1970,p1098,0
p3974,p3360,0
p0576,p0048,0
p1596,p3093,0
p0657,p1018,0
p4119,p3294,0
p1166,p3927,0
p1992,p0630,0
p4188,p1164,0
p3916,p0094,0
p3946,p3415,0
p3092,p1269,0
p3804,p0985,0
p4232,p2326,0
p0952,p3553,0
p3817,p3896,0
p0752,p0443,0
p0296,p1722,0
p1206,p0272,0
p0309,p1632,0
p0961,p1644,0
p2458,p1992,0
p0494,p3966,0
p0359,p0971,0
p1960,p4336,0
p1671,p0039,0
p3806,p3781,0
p0487,p0461,0
p3555,p1613,0
p3524,p1576,0
p1549,p4198,0
p2546,p4340,0
p2865,p1056,0
p3946,p2585,0
p2380,p2371,0
p2236,p1875,0
p1420,p2467,0
p3695,p1605,0
p1306,p1844,0
p3734,p3811,0
p2237,p3410,0
p4090,p4139,0
p0335,p3492,0
p2052,p1858,0
p2612,p0668,0
p0067,p4178,0
p1339,p1633,0
p0643,p2715,0
p0613,p3422,0
p1576,p0789,0
p1010,p2996,0
p1121,p4066,0
p2078,p3218,0
p1126,p1757,0
p0612,p0737,0
p3968,p0637,0
p1146,p1641,0
p3672,p4001,0
p4166,p2220,0
p0111,p0266,0
p1816,p4159,0
p0549,p4206,0
p4333,p0544,0
p3581,p3182,0
p2928,p0384,0
p2580,p0230,0
p3374,p1699,0
p3491,p1730,0
p1878,p2817,0
p1650,p1027,0
p1120,p1244,0
p2268,p4147,0
p0345,p0230,0
p0159,p1168,0
p3320,p1672,0
p3944,p3371,0
p2380,p1567,0
p3256,p0369,0
p0539,p2861,0
p4120,p2149,0
p3806,p1233,0
p1236,p3113,0
p0462,p1097,0
p1650,p3568,0
p2125,p4160,0
p0534,p1912,0
p0581,p0071,0
p1792,p2644,0
p0969,p0713,0
p0929,p4239,0
p0057,p3224,0
p3705,p3551,0
p1110,p4341,0
p2384,p1843,0
p1371,p3651,0
p1988,p3432,0
p0783,p1098,0
p2979,p3438,0
p0382,p2510,0
p0315,p1110,0
p1792,p2094,0
p1479,p0335,0
p4266,p4294,0
p2357,p2879,0
p2464,p0224,0
p2125,p3871,0
p1763,p0633,0
p2879,p4142,0
p0826,p4057,0
p3201,p3422,0
p2755,p1625,0
p0990,p3522,0
p0211,p2387,0
p3636,p3619,0
p2233,p0957,0
p4054,p1397,0
p3689,p0729,0
p2084,p3589,0
p2975,p2314,0
p3478,p3444,0
p1781,p3226,0
p2993,p4134,0
p1126,p3470,0
p1667,p2520,0
p0392,p0968,0
p3627,p0971,0
p3837,p4241,0
p2875,p1094,0
p0809,p0971,0
p1606,p2665,0
p3603,p3952,0
p3122,p0098,0
p1479,p2936,0
p0947,p2891,0
p0335,p1017,0
p0969,p3392,0
p2601,p0643,0
p2412,p2691,0
p1374,p3421,0
p3809,p4298,0
p4285,p2625,0
p0159,p1788,0
p0585,p4050,0
p1694,p0431,0
p1729,p3919,0
p0006,p3246,0
p4275,p0971,0
p1306,p0805,0
p3525,p2958,0
p3461,p0786,0
p2334,p2170,0
p2171,p3057,0
p1479,p4059,0
p3696,p2455,0
p1154,p1123,0
p2954,p4339,0
p3277,p4205,0
p0757,p0093,0
p2490,p1157,0
p2482,p0120,0
p0128,p2899,0
p0244,p0218,0
p4186,p2553,0
p0655,p2991,0
p0050,p3071,0
p1199,p1061,0
p2091,p1975,0
p0699,p3712,0
p0843,p1162,0
p1879,p0028,0
p1702,p2389,0
p3818,p1807,0
p3215,p2986,0
p2334,p0473,0
p4118,p2323,0
p1221,p2308,0
p2681,p2976,0
p2013,p1787,0
p0387,p4254,0
p0162,p3258,0
p0607,p0051,0
p3177,p0466,0
p2769,p3166,0
p1469,p2944,0
p4309,p1895,0
p2929,p4168,0
p2759,p3867,0
p2409,p3389,0
p0929,p2970,0
p2546,p0383,0
p3463,p2317,0
p2565,p2787,0
p2488,p2977,0
p0612,p2137,0
p0162,p1672,0
p3448,p1696,0
p0760,p0633,0
p3645,p3761,0
p1549,p4335,0
p1399,p1079,0
p3067,p1201,0
p0757,p3065,0
p3346,p2212,0
p1687,p2156,0
p2501,p3173,0
p0717,p1100,0
p0942,p3149,0
p0175,p0697,0
p3348,p0030,0
p0690,p0474,0
p1799,p3481,0
p1073,p2278,1
p1212,p0903,0
p2677,p1131,0
p2948,p0047,0
p0549,p1994,0
p3609,p3005,0
p1151,p0118,0
p2954,p3887,0
p1970,p3026,0
p0020,p1356,0
p2159,p0167,0
p0077,p1576,0
p1391,p3171,1
p2197,p3440,0
p0389,p4164,0
p1992,p0010,0
p4275,p0567,0
p0384,p3485,0
p1169,p4177,0
p1729,p4074,0
p4193,p3496,0
p2131,p1426,0
p4273,p1855,0
p2475,p1151,0
p3356,p1949,0
p3467,p4100,0
p1764,p2007,0
p3215,p0977,0
p4174,p1448,0
p0612,p3657,0
p3309,p1314,0
p0319,p0846,0
p0944,p2633,0
p2610,p2730,0
p1723,p0917,0
p2560,p0173,0
p4163,p2665,0
p0655,p0670,0
p2937,p1017,0
p1181,p3116,0
p2983,p4227,0
p4078,p2493,0
p0776,p1893,0
p3018,p1027,0
p1607,p4286,0
p2542,p4284,0
p0952,p1384,0
p0201,p3800,0
p2086,p0653,0
p0384,p2498,0
p1120,p4141,0
p0626,p2860,0
p0113,p1970,0
p1874,p1369,0
p1267,p0566,0
p0892,p0200,0
p3476,p0637,0
p4118,p2212,0
p1607,p2571,0
p3103,p2667,0
p3461,p3065,0
p2505,p2352,0
p1403,p0297,0
p2580,p3789,0
p3256,p1744,0
p0709,p2862,0
p2143,p0583,0
p4322,p1075,0
p0674,p0272,0
p3689,p2024,0
p3374,p3855,0
p2246,p0356,0
p1532,p1602,0
p1879,p3294,0
p0221,p0400,0
p2681,p0575,0
p1339,p3548,1
p0999,p2349,0
p1423,p3270,0
p1206,p4313,0
p3882,p1547,0
p3696,p3155,0
p0387,p2928,0
p3883,p3758,0
p0003,p2936,0
p1592,p1474,0
p1682,p2275,0
p1469,p3712,0
p2818,p0473,0
p3889,p1259,0
p1952,p1441,0
p1374,p2944,0
p1010,p3657,0
p2052,p1629,0
p4217,p2942,0
p4119,p2266,0
p1781,p1696,0
p1937,p2298,0
p1111,p3504,0
p3058,p3062,0
p4217,p3332,0
p2818,p2454,0
p3308,p0540,0
p3067,p4151,0
p1694,p0009,0
p0360,p1609,0
p3505,p4345,0
p2937,p0900,0
p0674,p1250,0
p0319,p4227,0
p1687,p2285,0
p2173,p1417,0
p3805,p3208,0
p0345,p0651,0
p1650,p3642,0
p1241,p1935,0
p2464,p3019,0
p2237,p1865,0
p2515,p3831,0
p3946,p3516,0
p1121,p2661,0
p1487,p0276,0
p1246,p0573,0
p1607,p2638,0
p2334,p0910,0
p1922,p1751,0
p2206,p1315,0
p0770,p1703,0
p3376,p1857,0
p2863,p1594,0
p0384,p1970,0
p1723,p2649,0
p0619,p3234,0
p0359,p0994,0
p4338,p3939,0
p0113,p1345,0
p1492,p1856,0
p2011,p3513,0
p3731,p2213,0
p2996,p4345,0
p2695,p2712,0
p1745,p0728,0
p3374,p1276,0
p3645,p1679,0
p0980,p1599,0
p2311,p4044,0
p3678,p0233,0
p2565,p0520,1
p2769,p0463,0
p3362,p3704,0
p3628,p3720,0
p1561,p1491,0
p3309,p2096,0
p1764,p2418,0
p2456,p0519,0
p1799,p3098,0
p1734,p0509,0
p2167,p3046,0
p3916,p1695,0
p0688,p1053,0
p2362,p2536,0
p3719,p0343,0
p1516,p3359,0
p0529,p2832,0
p3096,p1244,0
p2353,p1278,0
p1606,p3331,0
p0973,p4158,0
p3478,p1665,0
p3719,p4042,0
p0952,p4114,0
p2100,p3146,0
p3324,p3258,0
p0211,p1782,0
p3256,p0705,0
p3555,p3455,0
p3064,p2323,0
p0348,p1302,0
p3878,p1480,0
p1120,p0790,0
p0649,p4148,0
p1792,p0138,0
p0521,p2636,0
p1492,p1670,0
p3427,p1616,0
p2848,p4142,0
p0725,p2874,0
p3451,p0721,1
p0685,p2452,0
p1121,p0650,0
p1692,p0223,0
p3260,p3869,0
p3287,p0736,0
p3125,p1344,0
p3096,p1287,0
p3352,p3737,0
p0523,p4329,0
p4186,p1010,0
p1423,p0071,0
p1996,p0168,0
p1197,p2463,0
p2483,p3018,0
p2256,p1865,0
p0281,p0323,0
p1338,p1673,0
p0190,p2889,0
p3092,p0691,0
p0480,p1005,0
p0597,p2606,0
p1988,p2119,0
p2954,p3543,0
p3120,p1755,0
p0998,p4237,0
p1029,p4170,0
p0448,p1820,0
p4188,p0371,0
p0755,p1296,0
p1062,p2600,0
p1996,p1100,0
p2785,p3716,0
p0523,p3817,0
p3946,p3069,0
p0725,p1949,0
p1542,p0747,0
p2915,p2822,0
p0539,p1828,0
p3256,p0198,0
p0969,p4086,0
p0690,p1191,0
p1255,p0742,0
p3205,p0695,0
p2707,p2930,0
p0214,p4279,0
p2361,p3363,0
p1272,p1474,0
p0327,p2511,0
p1689,p0275,0
p1399,p3879,0
p3362,p1135,0
p4054,p0875,0
p1169,p3673,0
p1786,p3266,0
p2729,p3063,0
p2344,p4098,0
p2356,p4171,0
p1621,p3469,0
p0523,p0213,0
p0050,p3428,0
p0775,p2026,0
p3437,p0548,0
p0449,p1002,0
p0643,p1922,0
p0947,p1211,0
p0402,p3246,0
p2464,p3839,0
p1169,p2443,0
p2125,p0784,0
p3527,p2872,0
p1750,p0812,0
p2523,p0195,0
p2032,p1379,0
p2940,p1923,0
p3205,p3653,0
p1682,p3957,0
p0897,p2429,0
p3216,p0023,0
p3583,p3607,0
p2458,p2050,0
p3880,p0292,0
p3278,p3404,0
p1548,p2741,0
p2532,p2278,1
p4166,p2860,0
p2091,p3526,0
p1217,p3751,0
p2876,p1488,0
p3730,p1330,0
p3609,p0428,0
p3883,p1476,0
p1966,p0351,0
p3527,p1778,0
p2330,p2439,0
p2589,p3074,0
p4225,p1581,0
p0185,p0063,0
p4161,p3062,0
p1576,p0137,0
p1497,p1080,0
p2233,p3204,0
p2580,p0878,0
p1898,p2005,0
p4322,p1525,0
p4234,p2544,0
p3583,p1515,0
p2749,p3305,0
p0581,p0430,0
p3293,p0410,0
p0359,p3605,0
p0783,p0978,0
p3277,p0918,0
p2173,p4258,0
p0973,p3954,0
p1764,p3678,0
p3914,p3420,0
p3705,p2890,0
p1217,p3775,0
p1682,p1673,0
p3287,p0958,0
p0594,p3556,0
p1723,p2732,0
p0485,p2835,0
p0185,p2753,0
p1860,p3410,0
p2135,p4218,0
p4208,p1615,0
p1796,p2377,0
p1653,p1283,0
p0139,p4083,0
p1995,p0335,0
p3437,p3081,0
p3804,p2956,0
p2059,p0427,0
p0437,p1413,0
p1796,p3865,0
p0500,p1522,0
p2939,p3979,0
p2940,p0395,0
p1166,p2162,0
p1829,p1883,0
p1338,p0569,0
p1367,p4316,0
p1829,p2998,0
p2902,p3892,0
p1338,p1061,0
p0038,p3498,0
p2319,p3699,0
p2311,p2194,0
p3603,p4045,0
p0810,p1765,0
p3308,p1637,0
p1199,p1064,0
p0057,p0388,0
p3400,p1249,0
p3583,p1915,0
p2948,p3624,0
p0494,p0953,0
p2344,p1834,0
p0113,p3664,0
p1606,p1423,0
p2173,p3571,0
p0345,p3742,0
p4280,p2553,0
p4078,p3933,0
p3707,p1760,0
p3552,p3482,0
p3465,p1694,0
p0449,p2014,0
p2173,p0946,0
p0619,p0738,0
p4168,p3992,0
p0402,p0882,0
p0487,p2386,0
p1576,p3333,0
p3278,p3480,0
p1694,p2539,1
p0345,p0018,0
p0674,p0018,0
p0685,p2718,0
p2983,p0225,0
p0775,p2439,0
p1810,p1470,0
p0777,p0328,0
p4217,p2611,0
p2915,p2823,0
p0024,p0354,0
p3478,p3777,0
p1226,p1397,0
p1298,p0861,0
p4225,p1219,0
p3742,p0088,0
p1805,p3250,0
p2087,p3926,0
p0247,p0513,0
p1606,p3711,0
p2123,p3542,0
p1374,p3284,0
p1860,p2964,0
p1339,p0123,0
p2560,p1644,0
p0193,p2089,0
p2304,p2927,0
p3955,p0570,0
p1568,p3824,0
p3921,p3366,0
p2591,p3031,0
p1781,p2503,0
p1945,p2156,0
p2473,p1446,0
p2707,p2236,0
p0594,p1551,0
p3328,p1523,0
p2248,p0994,0
p1181,p3959,0
p0952,p0653,0
p2437,p3615,0
p2237,p1243,0
p3806,p2146,0
p2482,p1873,0
p0427,p0046,0
p2601,p1523,0
p2677,p2239,0
p1810,p3338,0
p0585,p2868,0
p0335,p3489,0
p0448,p0690,0
p4018,p2407,0
p1121,p4335,0
p3560,p2092,0
p0282,p3155,0
p0382,p2328,0
p3352,p2777,0
p3916,p1698,0
p1497,p2969,0
p0498,p2622,0
p1253,p0260,0
p2928,p3783,0
p0662,p1264,0
p3882,p0773,0
p2278,p0469,0
p1621,p1001,0
p0929,p3044,0
p0784,p0086,0
p3476,p0663,0
p1374,p1644,0
p4013,p2331,0
p0679,p3199,0
p0685,p4211,0
p2065,p0379,0
p4234,p1498,0
p1044,p1317,0
p3197,p2621,0
p0214,p1248,0
p2784,p2801,0
p4103,p3516,1
p1371,p0353,0
p2902,p1235,0
p0612,p4184,0
p3767,p3040,0
p1275,p3497,0
p3177,p1558,0
p0613,p2844,0
p1246,p2168,0
p3509,p3817,0
p3004,p0192,0
p1960,p2217,0
p3509,p3948,0
p1479,p4189,0
p3505,p3210,0
p2645,p1634,0
p0392,p3782,0
p3968,p3641,0
p1515,p0328,0
p3707,p0041,0
p1240,p1300,0
p2525,p2043,0
p0998,p2877,0
p0251,p1852,0
p4174,p2043,0
p1677,p2045,0
p1531,p3242,0
p3698,p0505,0
p3320,p1301,0
p3004,p2043,0
p1142,p4280,0
p2785,p3192,0
p0675,p1633,0
p3941,p1187,0
p0632,p0151,0
p2022,p1529,0
p3878,p2533,0
p1181,p0499,0
p0752,p1529,0
p0999,p1632,0
p2786,p2730,0
p4280,p1761,0
p2948,p0143,0
p2491,p0992,0
p2515,p3110,0
p0043,p3434,0
p2170,p0979,0
p1568,p3453,0
p3378,p1851,0
p1213,p3642,0
p3707,p1828,0
p1687,p1201,0
p0963,p1733,0
p3560,p1972,0
p3463,p1834,0
p1848,p2114,0
p3637,p2634,0
p0270,p0942,0
p2853,p1346,0
p3627,p1149,0
p4333,p2176,0
p3129,p0924,0
p3461,p0947,0
p4108,p3942,0
p2748,p1139,0
p3320,p3434,0
p1894,p4290,0
p0231,p2131,0
p2902,p1668,0
p3730,p2733,0
p2437,p4305,0
p1682,p0078,0
p3216,p3083,0
p4163,p4303,0
p1166,p3800,0
p3821,p2599,0
p0384,p0765,0
p2128,p1509,0
p3649,p1983,0
p3767,p0836,0
p1371,p0506,0
p0111,p2343,0
p2580,p3887,0
p3419,p1949,0
p2356,p0971,0
p2219,p3678,0
p1796,p0695,0
p0662,p1913,0
p0670,p1435,0
p3705,p2390,0
p0666,p3725,0
p3555,p3888,0
p3418,p2548,0
p0462,p0582,0
p0159,p3337,0
p1744,p0481,0
p1469,p2157,0
p4000,p0131,0
p4088,p3817,0
p4118,p1739,0
p4280,p4067,0
p2330,p2430,0
p3308,p2331,0
p2557,p0426,0
p2707,p0160,0
p3552,p2293,0
p0782,p3613,0
p1446,p0463,0
p3035,p1252,0
p2488,p2852,0
p3527,p2287,0
p2100,p2943,0
p1960,p2340,0
p1671,p2538,0
p2126,p1391,0
p2268,p3712,0
p3378,p1903,0
p4285,p1161,0
p0679,p0678,0
p3442,p0531,0
p2233,p0418,0
p1374,p0565,0
p0003,p1001,0
p2276,p3826,0
p4168,p1963,0
p2525,p3505,0
p3813,p0654,0
p0111,p3993,0
p1667,p3464,0
p1482,p3144,0
p3639,p1114,0
p0722,p4126,0
p1486,p0381,0
p3813,p2133,0
p1240,p4313,0
p4343,p2152,0
p2784,p0297,0
p1729,p0439,0
p2357,p2650,0
p2664,p3135,0
p3120,p0593,0
p1596,p1232,0
p2865,p3708,0
p0315,p2930,0
p3442,p1798,0
p0437,p2888,0
p2523,p1363,0
p0944,p2650,0
p1945,p1564,0
p2929,p0819,0
p3064,p1847,0
p1532,p1046,0
p1576,p4059,0
p3328,p0710,0
p3352,p3931,0
p3940,p2369,0
p1142,p0459,0
p3678,p0705,0
p3478,p4255,0
p2311,p1238,0
p2278,p0241,0
p1667,p1880,0
p2368,p2198,0
p1236,p3512,0
p1226,p4279,0
p0498,p4158,0
p3348,p2479,0
p3818,p2217,0
p0082,p1144,0
p2677,p2942,0
p0571,p3784,0
p3256,p2325,0
p0521,p2484,0
p4225,p0748,0
p1894,p2743,0
p3080,p4320,0
p4181,p3309,0
p3260,p3516,0
p2523,p1022,0
p1614,p4341,0
p1170,p2706,0
p0462,p0802,0
p2322,p1755,0
p0571,p0600,0
p1789,p1696,0
p1614,p4249,0
p3018,p0107,0
p3349,p2448,0
p3695,p0914,0
p0969,p2068,0
p1321,p1586,0
p2818,p3677,0
p2863,p0411,0
p0770,p0925,0
p0387,p1938,0
p1423,p1686,0
p2523,p1203,0
p2830,p0199,0
p0185,p1050,0
p3678,p2996,0
p3376,p2090,0
p3696,p1167,0
p3159,p0464,0
p1367,p2335,0
p3705,p3202,0
p2654,p3206,0
p0193,p1279,0
p0085,p0351,0
p1878,p1529,0
p3067,p0729,0
p3639,p2162,0
p1479,p1936,0
p1058,p3210,0
p1146,p0204,0
p1240,p1013,0
p1878,p2679,0
p1226,p0132,0
p0685,p3429,0
p1469,p3012,0
p0775,p2450,0
p3939,p2914,0
p4323,p2108,0
p0913,p0383,0
p4333,p1938,0
p3320,p0839,0
p3002,p3176,0
p3320,p0467,0
p1073,p0015,0
p4078,p0383,0
p1479,p3518,0
p3304,p1481,0
p0843,p4293,0
p3649,p3319,0
p2825,p1530,0
p3016,p0789,0
p0649,p4162,0
p2790,p4190,0
p0913,p3029,0
p4163,p4016,0
p3478,p4215,0
p1848,p2509,0
p0607,p0983,0
p1879,p2204,0
p0838,p3075,0
p2173,p2100,0
p3494,p3595,0
p2456,p4311,0
p0947,p3538,0
p1677,p2104,0
p2170,p0340,0
p4322,p2985,0
p0128,p0369,0
p2179,p0624,0
p4108,p1869,0
p0135,p2782,0
p0969,p3364,0
p3144,p2731,0
p3260,p0926,0
p3308,p2981,0
p4309,p3942,0
p2902,p2955,0
p3531,p0504,0
p2017,p0250,0
p0348,p3987,0
p2087,p3618,0
p4226,p0505,0
p1606,p2005,0
p2135,p1026,0
p0913,p0160,0
p3584,p3432,0
p1166,p3312,0
p3418,p0087,0
p1798,p2100,0
p0810,p4061,0
p2832,p1964,0
p1492,p0248,0
p0581,p1266,0
p2716,p3186,0
p3696,p1744,0
p4076,p3172,0
p3021,p2463,1
p1734,p3605,0
p4275,p2450,0
p4108,p0495,0
p3858,p0749,0
p2523,p3675,0
p3096,p3049,0
p4226,p3804,0
p1217,p3489,0
p1878,p2706,0
p0655,p2463,0
p3159,p3054,0
p2412,p4123,0
p2990,p3071,0
p4232,p0407,0
p0511,p0010,0
p0214,p1612,0
p3640,p3513,0
p1030,p3892,0
p3144,p1185,0
p3111,p4335,0
p3256,p3571,0
p2677,p0177,0
p1744,p2633,0
p2206,p1739,0
p2248,p2261,0
p2159,p0153,0
p3882,p2839,0
p1374,p2284,0
p0384,p1854,0
p2380,p3287,0
p4232,p1914,0
p1221,p2134,0
p1542,p1105,0
p2245,p3127,0
p0616,p3249,0
p1826,p0243,0
p0296,p2321,0
p1614,p1115,0
p0864,p2583,0
p1548,p0518,0
p3016,p2747,0
p0961,p0041,0
p1937,p3077,0
p2565,p2099,0
p0437,p2828,0
p0778,p1666,0
p2902,p1085,0
p0972,p4346,0
p1044,p2485,0
p0776,p4316,0
p2128,p3897,0
p1375,p1480,0
p2723,p0680,0
p3678,p1326,0
p3525,p1877,0
p3089,p0665,0
p3072,p1699,0
p3374,p1381,1
p0050,p1089,0
p0523,p3425,0
p2351,p2574,0
p3129,p3031,0
p0159,p2811,0
p3269,p4074,0
p2785,p4012,0
p4122,p0595,0
p0258,p1456,0
p0690,p0540,0
p2707,p3682,0
p1432,p0505,0
p0679,p1407,0
p0359,p1392,0
p4232,p1052,0
p4122,p0813,0
p0024,p1745,0
p3678,p0716,0
p3916,p3547,0
p3946,p2044,0
p1367,p1232,0
p3689,p1328,0
p4122,p1168,0
p1159,p3915,0
p3590,p0635,0
p2769,p1364,0
p3946,p3264,0
p2246,p2949,0
p2612,p4044,0
p4260,p2684,0
p3555,p0377,0
p3293,p0218,0
p3320,p3830,0
p2197,p0181,0
p2263,p3310,0
p2769,p1889,0
p0628,p3651,0
p3437,p0367,0
p0999,p0736,0
p3088,p2945,0
p3362,p2550,0
p0258,p0792,0
p3695,p0142,0
p0408,p0104,0
p4026,p2097,0
p0392,p3826,0
p3560,p2985,0
p1734,p0718,0
p3719,p3887,0
p0942,p4053,0
p4225,p0130,0
p3837,p2642,0
p1763,p1675,0
p0282,p0530,0
p2716,p2486,0
p0949,p1941,0
p0576,p3542,0
p0281,p0671,0
p1432,p2697,0
p1750,p3171,0
p2786,p2997,0
p1874,p0729,0
p3817,p4109,0
p1151,p3450,0
p0221,p0802,0
p0619,p2987,0
p0005,p0643,0
p2412,p2650,0
p3131,p2183,0
p2276,p1639,0
p3120,p0341,0
p2749,p2887,0
p3974,p2358,0
p0270,p1247,0
p0709,p2606,0
p1621,p2502,0
p0162,p1779,0
p0593,p3441,0
p3581,p0306,0
p3705,p0169,0
p2456,p0411,0
p1030,p0915,0
p1580,p2690,0
p2879,p0705,0
p1029,p2565,0
p3437,p1233,0
p3463,p0196,0
p2830,p3551,0
p1449,p2248,0
p1209,p0970,0
p3668,p4113,0
p4260,p2539,0
p1667,p1116,0
p1702,p3463,0
p0480,p3508,0
p2091,p2597,0
p1399,p3958,0
p1750,p2465,0
p2330,p3465,0
p3089,p1654,0
p3672,p1106,0
p0038,p0708,0
p4322,p3062,0
p0942,p3842,0
p3672,p1357,0
p3187,p1975,0
p1787,p1325,0
p3719,p2829,0
p2589,p2294,0
p3735,p1421,0
p1174,p2541,0
p2017,p1012,0
p3362,p4183,0
p4157,p1124,0
p3103,p0036,0
p1226,p4333,0
p1212,p1420,0
p0267,p4171,0
p3148,p1815,0
p1403,p2445,0
p4280,p3353,0
p1213,p0488,0
p2370,p3776,0
p2017,p3394,0
p0607,p0621,0
p0011,p2226,0
p1597,p0420,0
p2340,p3464,0
p1621,p1375,0
p2588,p3553,0
p4076,p1322,0
p2361,p1896,0
p1142,p4117,0
p4185,p2956,0
p0500,p2575,0
p1652,p2191,0
p3696,p2400,0
p0500,p3858,0
p0655,p2717,0
p4168,p1256,0
p0782,p0662,0
p0725,p1991,0
p0427,p1967,0
p1492,p1718,0
p1423,p1107,0
p1399,p1417,0
p3123,p3687,0
p1385,p3679,0
p3362,p2987,0
p0024,p1990,0
p0771,p1359,0
p0221,p1450,0
p1792,p4152,0
p3309,p3103,0
p1763,p1895,0
p2654,p2105,0
p3586,p2449,0
p1805,p2387,0
p0500,p3347,0
p2219,p4058,0
p4216,p2726,0
p2901,p0137,0
p1451,p1215,0
p0043,p0906,0
p1367,p1693,0
p0359,p1702,0
p0675,p3670,0
p2437,p0742,0
p3463,p1984,0
p3080,p2493,0
p1832,p0690,0
p2221,p0380,0
p3016,p3391,0
p1403,p2782,0
p2458,p2753,0
p0892,p0104,0
p0334,p1678,0
p2383,p3727,0
p2362,p0660,0
p0310,p0854,0
p3269,p1169,0
p1060,p2541,0
p1391,p3368,0
p3015,p1283,0
p2568,p3613,0
p3974,p1118,0
p0776,p3428,0
p0998,p0721,0
p2716,p1637,0
p1240,p1266,0
p0408,p3174,0
p1650,p2609,0
p2532,p3162,0
p1876,p0260,0
p0334,p1001,0
p3088,p3766,0
p1829,p2804,0
p1267,p0155,0
p2996,p1461,0
p3921,p0620,0
p0943,p1081,0
p2501,p3034,0
p0498,p0062,0
p1925,p2962,0
p3205,p3851,0
p0077,p2882,0
p0648,p1600,0
p2237,p3258,0
p3067,p2618,0
p0135,p3414,0
p1759,p0214,0
p2993,p2481,0
p2008,p0167,0
p0384,p2390,0
p2191,p0315,0
p2340,p2908,0
p3808,p2369,0
p1945,p3071,0
p3375,p0561,0
p3201,p3987,0
p0988,p3662,0
p2759,p0606,0
p3776,p4206,0
p1789,p3917,0
p3419,p1601,0
p0657,p1694,0
p0701,p4091,0
p0127,p0010,0
p4090,p0780,0
p2673,p2164,0
p2276,p4214,0
p1832,p1358,0
p2219,p1119,0
p0067,p0640,0
p0011,p3338,0
p0309,p2445,0
p2948,p0858,0
p1597,p0520,0
p3731,p3423,0
p0193,p3192,0
p1652,p3370,0
p0284,p1409,0
p3560,p1918,0
p4226,p2727,0
p0392,p2911,0
p0804,p1813,0
p0271,p4240,0
p3969,p0292,0
p3125,p2622,0
p2322,p2326,0
